Zonas turísticas;País de residencia;Meses;Total
Cataluña: Costa Daurada;Luxemburgo;Mayo;80
Cataluña: Costa Daurada;Luxemburgo;Junio;108
Cataluña: Costa Daurada;Luxemburgo;Julio;196
Cataluña: Costa Daurada;Luxemburgo;Agosto;386
Cataluña: Costa Daurada;Luxemburgo;Septiembre;141
Cataluña: Costa Daurada;Luxemburgo;Octubre;63
Cataluña: Costa Daurada;Luxemburgo;Noviembre;25
Cataluña: Costa Daurada;Luxemburgo;Diciembre;..
Cataluña: Costa Daurada;Países Bajos;Total;43.997
Cataluña: Costa Daurada;Países Bajos;Enero;587
Cataluña: Costa Daurada;Países Bajos;Febrero;526
Cataluña: Costa Daurada;Países Bajos;Marzo;780
Cataluña: Costa Daurada;Países Bajos;Abril;2.246
Cataluña: Costa Daurada;Países Bajos;Mayo;5.218
Cataluña: Costa Daurada;Países Bajos;Junio;3.623
Cataluña: Costa Daurada;Países Bajos;Julio;9.754
Cataluña: Costa Daurada;Países Bajos;Agosto;10.067
Cataluña: Costa Daurada;Países Bajos;Septiembre;7.308
Cataluña: Costa Daurada;Países Bajos;Octubre;2.896
Cataluña: Costa Daurada;Países Bajos;Noviembre;560
Cataluña: Costa Daurada;Países Bajos;Diciembre;430
Cataluña: Costa Daurada;Polonia;Total;14.757
Cataluña: Costa Daurada;Polonia;Enero;76
Cataluña: Costa Daurada;Polonia;Febrero;116
Cataluña: Costa Daurada;Polonia;Marzo;248
Cataluña: Costa Daurada;Polonia;Abril;981
Cataluña: Costa Daurada;Polonia;Mayo;1.390
Cataluña: Costa Daurada;Polonia;Junio;2.262
Cataluña: Costa Daurada;Polonia;Julio;2.558
Cataluña: Costa Daurada;Polonia;Agosto;2.330
Cataluña: Costa Daurada;Polonia;Septiembre;3.326
Cataluña: Costa Daurada;Polonia;Octubre;1.182
Cataluña: Costa Daurada;Polonia;Noviembre;123
Cataluña: Costa Daurada;Polonia;Diciembre;165
Cataluña: Costa Daurada;Portugal;Total;29.560
Cataluña: Costa Daurada;Portugal;Enero;169
Cataluña: Costa Daurada;Portugal;Febrero;226
Cataluña: Costa Daurada;Portugal;Marzo;115
Cataluña: Costa Daurada;Portugal;Abril;1.423
Cataluña: Costa Daurada;Portugal;Mayo;1.630
Cataluña: Costa Daurada;Portugal;Junio;3.374
Cataluña: Costa Daurada;Portugal;Julio;4.225
Cataluña: Costa Daurada;Portugal;Agosto;10.977
Cataluña: Costa Daurada;Portugal;Septiembre;5.519
Cataluña: Costa Daurada;Portugal;Octubre;1.344
Cataluña: Costa Daurada;Portugal;Noviembre;255
Cataluña: Costa Daurada;Portugal;Diciembre;302
Cataluña: Costa Daurada;República Checa;Total;3.743
Cataluña: Costa Daurada;República Checa;Enero;..
Cataluña: Costa Daurada;República Checa;Febrero;12
Cataluña: Costa Daurada;República Checa;Marzo;62
Cataluña: Costa Daurada;República Checa;Abril;119
Cataluña: Costa Daurada;República Checa;Mayo;194
Cataluña: Costa Daurada;República Checa;Junio;371
Cataluña: Costa Daurada;República Checa;Julio;698
Cataluña: Costa Daurada;República Checa;Agosto;612
Cataluña: Costa Daurada;República Checa;Septiembre;1.328
Cataluña: Costa Daurada;República Checa;Octubre;243
Cataluña: Costa Daurada;República Checa;Noviembre;38
Cataluña: Costa Daurada;República Checa;Diciembre;.
Cataluña: Costa Daurada;Suecia;Total;8.074
Cataluña: Costa Daurada;Suecia;Enero;90
Cataluña: Costa Daurada;Suecia;Febrero;169
Cataluña: Costa Daurada;Suecia;Marzo;182
Cataluña: Costa Daurada;Suecia;Abril;488
Cataluña: Costa Daurada;Suecia;Mayo;981
Cataluña: Costa Daurada;Suecia;Junio;1.672
Cataluña: Costa Daurada;Suecia;Julio;1.252
Cataluña: Costa Daurada;Suecia;Agosto;641
Cataluña: Costa Daurada;Suecia;Septiembre;1.096
Cataluña: Costa Daurada;Suecia;Octubre;1.150
Cataluña: Costa Daurada;Suecia;Noviembre;205
Cataluña: Costa Daurada;Suecia;Diciembre;145
Cataluña: Costa Daurada;Noruega;Total;3.924
Cataluña: Costa Daurada;Noruega;Enero;.
Cataluña: Costa Daurada;Noruega;Febrero;28
Cataluña: Costa Daurada;Noruega;Marzo;50
Cataluña: Costa Daurada;Noruega;Abril;271
Cataluña: Costa Daurada;Noruega;Mayo;186
Cataluña: Costa Daurada;Noruega;Junio;490
Cataluña: Costa Daurada;Noruega;Julio;963
Cataluña: Costa Daurada;Noruega;Agosto;172
Cataluña: Costa Daurada;Noruega;Septiembre;684
Cataluña: Costa Daurada;Noruega;Octubre;986
Cataluña: Costa Daurada;Noruega;Noviembre;50
Cataluña: Costa Daurada;Noruega;Diciembre;..
Cataluña: Costa Daurada;Reino Unido;Total;233.454
Cataluña: Costa Daurada;Reino Unido;Enero;364
Cataluña: Costa Daurada;Reino Unido;Febrero;404
Cataluña: Costa Daurada;Reino Unido;Marzo;587
Cataluña: Costa Daurada;Reino Unido;Abril;5.189
Cataluña: Costa Daurada;Reino Unido;Mayo;29.313
Cataluña: Costa Daurada;Reino Unido;Junio;35.537
Cataluña: Costa Daurada;Reino Unido;Julio;48.170
Cataluña: Costa Daurada;Reino Unido;Agosto;48.895
Cataluña: Costa Daurada;Reino Unido;Septiembre;46.645
Cataluña: Costa Daurada;Reino Unido;Octubre;16.914
Cataluña: Costa Daurada;Reino Unido;Noviembre;850
Cataluña: Costa Daurada;Reino Unido;Diciembre;585
Cataluña: Costa Daurada;Suiza;Total;19.230
Cataluña: Costa Daurada;Suiza;Enero;307
Cataluña: Costa Daurada;Suiza;Febrero;236
Cataluña: Costa Daurada;Suiza;Marzo;307
Cataluña: Costa Daurada;Suiza;Abril;1.786
Cataluña: Costa Daurada;Suiza;Mayo;1.851
Cataluña: Costa Daurada;Suiza;Junio;1.384
Cataluña: Costa Daurada;Suiza;Julio;4.766
Cataluña: Costa Daurada;Suiza;Agosto;2.322
Cataluña: Costa Daurada;Suiza;Septiembre;2.871
Cataluña: Costa Daurada;Suiza;Octubre;2.702
Cataluña: Costa Daurada;Suiza;Noviembre;272
Cataluña: Costa Daurada;Suiza;Diciembre;426
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Total;38.616
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Enero;499
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Febrero;458
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Marzo;1.150
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Abril;2.275
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Mayo;3.406
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Junio;5.416
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Julio;7.902
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Agosto;5.722
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Septiembre;6.234
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Octubre;3.444
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Noviembre;1.333
Cataluña: Costa Daurada;Resto de Europa sin U.E.;Diciembre;777
Cataluña: Costa Daurada;Japón;Total;591
Cataluña: Costa Daurada;Japón;Enero;38
Cataluña: Costa Daurada;Japón;Febrero;..
Cataluña: Costa Daurada;Japón;Marzo;..
Cataluña: Costa Daurada;Japón;Abril;32
Cataluña: Costa Daurada;Japón;Mayo;67
Cataluña: Costa Daurada;Japón;Junio;32
Cataluña: Costa Daurada;Japón;Julio;52
Cataluña: Costa Daurada;Japón;Agosto;131
Cataluña: Costa Daurada;Japón;Septiembre;32
Cataluña: Costa Daurada;Japón;Octubre;110
Cataluña: Costa Daurada;Japón;Noviembre;68
Cataluña: Costa Daurada;Japón;Diciembre;18
Cataluña: Costa Daurada;República China;Total;1.910
Cataluña: Costa Daurada;República China;Enero;22
Cataluña: Costa Daurada;República China;Febrero;29
Cataluña: Costa Daurada;República China;Marzo;21
Cataluña: Costa Daurada;República China;Abril;316
Cataluña: Costa Daurada;República China;Mayo;289
Cataluña: Costa Daurada;República China;Junio;136
Cataluña: Costa Daurada;República China;Julio;222
Cataluña: Costa Daurada;República China;Agosto;349
Cataluña: Costa Daurada;República China;Septiembre;337
Cataluña: Costa Daurada;República China;Octubre;72
Cataluña: Costa Daurada;República China;Noviembre;53
Cataluña: Costa Daurada;República China;Diciembre;64
Cataluña: Costa Daurada;Estados Unidos;Total;15.064
Cataluña: Costa Daurada;Estados Unidos;Enero;234
Cataluña: Costa Daurada;Estados Unidos;Febrero;353
Cataluña: Costa Daurada;Estados Unidos;Marzo;346
Cataluña: Costa Daurada;Estados Unidos;Abril;2.303
Cataluña: Costa Daurada;Estados Unidos;Mayo;1.225
Cataluña: Costa Daurada;Estados Unidos;Junio;2.488
Cataluña: Costa Daurada;Estados Unidos;Julio;2.216
Cataluña: Costa Daurada;Estados Unidos;Agosto;1.157
Cataluña: Costa Daurada;Estados Unidos;Septiembre;1.731
Cataluña: Costa Daurada;Estados Unidos;Octubre;2.059
Cataluña: Costa Daurada;Estados Unidos;Noviembre;565
Cataluña: Costa Daurada;Estados Unidos;Diciembre;388
Cataluña: Costa Daurada;Resto de América;Total;27.665
Cataluña: Costa Daurada;Resto de América;Enero;985
Cataluña: Costa Daurada;Resto de América;Febrero;516
Cataluña: Costa Daurada;Resto de América;Marzo;762
Cataluña: Costa Daurada;Resto de América;Abril;2.274
Cataluña: Costa Daurada;Resto de América;Mayo;2.555
Cataluña: Costa Daurada;Resto de América;Junio;3.821
Cataluña: Costa Daurada;Resto de América;Julio;4.307
Cataluña: Costa Daurada;Resto de América;Agosto;4.407
Cataluña: Costa Daurada;Resto de América;Septiembre;3.173
Cataluña: Costa Daurada;Resto de América;Octubre;3.000
Cataluña: Costa Daurada;Resto de América;Noviembre;855
Cataluña: Costa Daurada;Resto de América;Diciembre;1.009
Cataluña: Costa Daurada;Países africanos;Total;8.909
Cataluña: Costa Daurada;Países africanos;Enero;263
Cataluña: Costa Daurada;Países africanos;Febrero;244
Cataluña: Costa Daurada;Países africanos;Marzo;381
Cataluña: Costa Daurada;Países africanos;Abril;348
Cataluña: Costa Daurada;Países africanos;Mayo;820
Cataluña: Costa Daurada;Países africanos;Junio;985
Cataluña: Costa Daurada;Países africanos;Julio;1.637
Cataluña: Costa Daurada;Países africanos;Agosto;1.987
Cataluña: Costa Daurada;Países africanos;Septiembre;959
Cataluña: Costa Daurada;Países africanos;Octubre;597
Cataluña: Costa Daurada;Países africanos;Noviembre;275
Cataluña: Costa Daurada;Países africanos;Diciembre;412
Cataluña: Paisatges Barcelona;Total;Total;222.582
Cataluña: Paisatges Barcelona;Total;Enero;8.706
Cataluña: Paisatges Barcelona;Total;Febrero;11.202
Cataluña: Paisatges Barcelona;Total;Marzo;15.839
Cataluña: Paisatges Barcelona;Total;Abril;17.945
Cataluña: Paisatges Barcelona;Total;Mayo;20.933
Cataluña: Paisatges Barcelona;Total;Junio;23.870
Cataluña: Paisatges Barcelona;Total;Julio;24.355
Cataluña: Paisatges Barcelona;Total;Agosto;22.200
Cataluña: Paisatges Barcelona;Total;Septiembre;21.294
Cataluña: Paisatges Barcelona;Total;Octubre;22.798
Cataluña: Paisatges Barcelona;Total;Noviembre;18.175
Cataluña: Paisatges Barcelona;Total;Diciembre;15.265
Cataluña: Paisatges Barcelona;Residentes en España;Total;159.911
Cataluña: Paisatges Barcelona;Residentes en España;Enero;7.539
Cataluña: Paisatges Barcelona;Residentes en España;Febrero;9.052
Cataluña: Paisatges Barcelona;Residentes en España;Marzo;11.995
Cataluña: Paisatges Barcelona;Residentes en España;Abril;14.325
Cataluña: Paisatges Barcelona;Residentes en España;Mayo;13.710
Cataluña: Paisatges Barcelona;Residentes en España;Junio;16.618
Cataluña: Paisatges Barcelona;Residentes en España;Julio;16.032
Cataluña: Paisatges Barcelona;Residentes en España;Agosto;13.907
Cataluña: Paisatges Barcelona;Residentes en España;Septiembre;14.283
Cataluña: Paisatges Barcelona;Residentes en España;Octubre;16.152
Cataluña: Paisatges Barcelona;Residentes en España;Noviembre;14.438
Cataluña: Paisatges Barcelona;Residentes en España;Diciembre;11.860
Cataluña: Paisatges Barcelona;No residentes en España;Total;62.671
Cataluña: Paisatges Barcelona;No residentes en España;Enero;1.167
Cataluña: Paisatges Barcelona;No residentes en España;Febrero;2.149
Cataluña: Paisatges Barcelona;No residentes en España;Marzo;3.844
Cataluña: Paisatges Barcelona;No residentes en España;Abril;3.621
Cataluña: Paisatges Barcelona;No residentes en España;Mayo;7.223
Cataluña: Paisatges Barcelona;No residentes en España;Junio;7.252
Cataluña: Paisatges Barcelona;No residentes en España;Julio;8.324
Cataluña: Paisatges Barcelona;No residentes en España;Agosto;8.293
Cataluña: Paisatges Barcelona;No residentes en España;Septiembre;7.011
Cataluña: Paisatges Barcelona;No residentes en España;Octubre;6.646
Cataluña: Paisatges Barcelona;No residentes en España;Noviembre;3.737
Cataluña: Paisatges Barcelona;No residentes en España;Diciembre;3.404
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Total;37.822
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Enero;819
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Febrero;1.230
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Marzo;2.590
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Abril;1.891
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Mayo;4.680
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Junio;4.278
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Julio;4.647
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Agosto;5.424
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Septiembre;4.195
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Octubre;3.792
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Noviembre;2.219
Cataluña: Paisatges Barcelona;Unión Europea 27 (sin España);Diciembre;2.056
Cataluña: Paisatges Barcelona;Alemania;Total;5.335
Cataluña: Paisatges Barcelona;Alemania;Enero;75
Cataluña: Paisatges Barcelona;Alemania;Febrero;71
Cataluña: Paisatges Barcelona;Alemania;Marzo;362
Cataluña: Paisatges Barcelona;Alemania;Abril;408
Cataluña: Paisatges Barcelona;Alemania;Mayo;1.102
Cataluña: Paisatges Barcelona;Alemania;Junio;642
Cataluña: Paisatges Barcelona;Alemania;Julio;478
Cataluña: Paisatges Barcelona;Alemania;Agosto;498
Cataluña: Paisatges Barcelona;Alemania;Septiembre;872
Cataluña: Paisatges Barcelona;Alemania;Octubre;334
Cataluña: Paisatges Barcelona;Alemania;Noviembre;238
Cataluña: Paisatges Barcelona;Alemania;Diciembre;256
Cataluña: Paisatges Barcelona;Austria;Total;354
Cataluña: Paisatges Barcelona;Austria;Enero;..
Cataluña: Paisatges Barcelona;Austria;Febrero;..
Cataluña: Paisatges Barcelona;Austria;Marzo;37
Cataluña: Paisatges Barcelona;Austria;Abril;..
Cataluña: Paisatges Barcelona;Austria;Mayo;67
Cataluña: Paisatges Barcelona;Austria;Junio;76
Cataluña: Paisatges Barcelona;Austria;Julio;42
Cataluña: Paisatges Barcelona;Austria;Agosto;..
Cataluña: Paisatges Barcelona;Austria;Septiembre;63
Cataluña: Paisatges Barcelona;Austria;Octubre;33
Cataluña: Paisatges Barcelona;Austria;Noviembre;..
Cataluña: Paisatges Barcelona;Austria;Diciembre;..
Cataluña: Paisatges Barcelona;Bélgica;Total;1.803
Cataluña: Paisatges Barcelona;Bélgica;Enero;23
Cataluña: Paisatges Barcelona;Bélgica;Febrero;45
Cataluña: Paisatges Barcelona;Bélgica;Marzo;100
Cataluña: Paisatges Barcelona;Bélgica;Abril;101
Cataluña: Paisatges Barcelona;Bélgica;Mayo;253
Cataluña: Paisatges Barcelona;Bélgica;Junio;108
Cataluña: Paisatges Barcelona;Bélgica;Julio;422
Cataluña: Paisatges Barcelona;Bélgica;Agosto;290
Cataluña: Paisatges Barcelona;Bélgica;Septiembre;169
Cataluña: Paisatges Barcelona;Bélgica;Octubre;184
Cataluña: Paisatges Barcelona;Bélgica;Noviembre;71
Cataluña: Paisatges Barcelona;Bélgica;Diciembre;37
Cataluña: Paisatges Barcelona;Dinamarca;Total;471
Cataluña: Paisatges Barcelona;Dinamarca;Enero;..
Cataluña: Paisatges Barcelona;Dinamarca;Febrero;..
Cataluña: Paisatges Barcelona;Dinamarca;Marzo;56
Cataluña: Paisatges Barcelona;Dinamarca;Abril;..
Cataluña: Paisatges Barcelona;Dinamarca;Mayo;190
Cataluña: Paisatges Barcelona;Dinamarca;Junio;..
Cataluña: Paisatges Barcelona;Dinamarca;Julio;55
Cataluña: Paisatges Barcelona;Dinamarca;Agosto;46
Cataluña: Paisatges Barcelona;Dinamarca;Septiembre;45
Cataluña: Paisatges Barcelona;Dinamarca;Octubre;45
Cataluña: Paisatges Barcelona;Dinamarca;Noviembre;14
Cataluña: Paisatges Barcelona;Dinamarca;Diciembre;..
Cataluña: Paisatges Barcelona;Finlandia;Total;332
Cataluña: Paisatges Barcelona;Finlandia;Enero;..
Cataluña: Paisatges Barcelona;Finlandia;Febrero;17
Cataluña: Paisatges Barcelona;Finlandia;Marzo;20
Cataluña: Paisatges Barcelona;Finlandia;Abril;15
Cataluña: Paisatges Barcelona;Finlandia;Mayo;..
Cataluña: Paisatges Barcelona;Finlandia;Junio;..
Cataluña: Paisatges Barcelona;Finlandia;Julio;13
Cataluña: Paisatges Barcelona;Finlandia;Agosto;..
Cataluña: Paisatges Barcelona;Finlandia;Septiembre;..
Cataluña: Paisatges Barcelona;Finlandia;Octubre;114
Cataluña: Paisatges Barcelona;Finlandia;Noviembre;53
Cataluña: Paisatges Barcelona;Finlandia;Diciembre;49
Cataluña: Paisatges Barcelona;Francia;Total;12.889
Cataluña: Paisatges Barcelona;Francia;Enero;166
Cataluña: Paisatges Barcelona;Francia;Febrero;606
Cataluña: Paisatges Barcelona;Francia;Marzo;855
Cataluña: Paisatges Barcelona;Francia;Abril;713
Cataluña: Paisatges Barcelona;Francia;Mayo;1.076
Cataluña: Paisatges Barcelona;Francia;Junio;1.423
Cataluña: Paisatges Barcelona;Francia;Julio;1.466
Cataluña: Paisatges Barcelona;Francia;Agosto;2.341
Cataluña: Paisatges Barcelona;Francia;Septiembre;1.154
Cataluña: Paisatges Barcelona;Francia;Octubre;1.483
Cataluña: Paisatges Barcelona;Francia;Noviembre;864
Cataluña: Paisatges Barcelona;Francia;Diciembre;742
Cataluña: Paisatges Barcelona;Grecia;Total;114
Cataluña: Paisatges Barcelona;Grecia;Enero;..
Cataluña: Paisatges Barcelona;Grecia;Febrero;..
Cataluña: Paisatges Barcelona;Grecia;Marzo;..
Cataluña: Paisatges Barcelona;Grecia;Abril;..
Cataluña: Paisatges Barcelona;Grecia;Mayo;..
Cataluña: Paisatges Barcelona;Grecia;Junio;23
Cataluña: Paisatges Barcelona;Grecia;Julio;..
Cataluña: Paisatges Barcelona;Grecia;Agosto;..
Cataluña: Paisatges Barcelona;Grecia;Septiembre;..
Cataluña: Paisatges Barcelona;Grecia;Octubre;..
Cataluña: Paisatges Barcelona;Grecia;Noviembre;..
Cataluña: Paisatges Barcelona;Grecia;Diciembre;20
Cataluña: Paisatges Barcelona;Irlanda;Total;670
Cataluña: Paisatges Barcelona;Irlanda;Enero;54
Cataluña: Paisatges Barcelona;Irlanda;Febrero;..
Cataluña: Paisatges Barcelona;Irlanda;Marzo;..
Cataluña: Paisatges Barcelona;Irlanda;Abril;10
Cataluña: Paisatges Barcelona;Irlanda;Mayo;42
Cataluña: Paisatges Barcelona;Irlanda;Junio;114
Cataluña: Paisatges Barcelona;Irlanda;Julio;124
Cataluña: Paisatges Barcelona;Irlanda;Agosto;98
Cataluña: Paisatges Barcelona;Irlanda;Septiembre;103
Cataluña: Paisatges Barcelona;Irlanda;Octubre;64
Cataluña: Paisatges Barcelona;Irlanda;Noviembre;..
Cataluña: Paisatges Barcelona;Irlanda;Diciembre;38
Cataluña: Paisatges Barcelona;Italia;Total;3.741
Cataluña: Paisatges Barcelona;Italia;Enero;172
Cataluña: Paisatges Barcelona;Italia;Febrero;227
Cataluña: Paisatges Barcelona;Italia;Marzo;444
Cataluña: Paisatges Barcelona;Italia;Abril;276
Cataluña: Paisatges Barcelona;Italia;Mayo;312
Cataluña: Paisatges Barcelona;Italia;Junio;326
Cataluña: Paisatges Barcelona;Italia;Julio;333
Cataluña: Paisatges Barcelona;Italia;Agosto;403
Cataluña: Paisatges Barcelona;Italia;Septiembre;292
Cataluña: Paisatges Barcelona;Italia;Octubre;286
Cataluña: Paisatges Barcelona;Italia;Noviembre;322
Cataluña: Paisatges Barcelona;Italia;Diciembre;347
Cataluña: Paisatges Barcelona;Luxemburgo;Total;47
Cataluña: Paisatges Barcelona;Luxemburgo;Enero;..
Cataluña: Paisatges Barcelona;Luxemburgo;Febrero;..
Cataluña: Paisatges Barcelona;Luxemburgo;Marzo;..
Cataluña: Paisatges Barcelona;Luxemburgo;Abril;..
Cataluña: Paisatges Barcelona;Luxemburgo;Mayo;..
Cataluña: Paisatges Barcelona;Luxemburgo;Junio;..
Cataluña: Paisatges Barcelona;Luxemburgo;Julio;..
Cataluña: Paisatges Barcelona;Luxemburgo;Agosto;..
Cataluña: Paisatges Barcelona;Luxemburgo;Septiembre;..
Cataluña: Paisatges Barcelona;Luxemburgo;Octubre;..
Cataluña: Paisatges Barcelona;Luxemburgo;Noviembre;..
Cataluña: Paisatges Barcelona;Luxemburgo;Diciembre;..
Cataluña: Paisatges Barcelona;Países Bajos;Total;3.783
Cataluña: Paisatges Barcelona;Países Bajos;Enero;59
Cataluña: Paisatges Barcelona;Países Bajos;Febrero;81
Cataluña: Paisatges Barcelona;Países Bajos;Marzo;133
Cataluña: Paisatges Barcelona;Países Bajos;Abril;75
Cataluña: Paisatges Barcelona;Países Bajos;Mayo;379
Cataluña: Paisatges Barcelona;Países Bajos;Junio;288
Cataluña: Paisatges Barcelona;Países Bajos;Julio;611
Cataluña: Paisatges Barcelona;Países Bajos;Agosto;1.040
Cataluña: Paisatges Barcelona;Países Bajos;Septiembre;546
Cataluña: Paisatges Barcelona;Países Bajos;Octubre;385
Cataluña: Paisatges Barcelona;Países Bajos;Noviembre;124
